X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41
MO	-0.0616268756233838	-0.0788597913211427	-0.0587900582913479	-0.036888532510346	-0.0826134385174255	-0.0762807576650793	-0.0531469075148964	-0.0559567652052397	-0.0573555336956462	0.0127738186649051	-0.0889215592766181	-0.0575977104742716	-0.0553511137970519	-0.0657828076111088	-0.032484033683288	-0.0609508454161211	-0.0704689801104311	-0.0594608000127168	-0.0361738737126686	-0.07183934210894	-0.0446086876358848	-0.00938622592986778	-0.0963332213067962	-0.0571934750383233	-0.073866430053731	-0.0592199524952202	-0.0650287255349823	-0.0609811232107503	-0.0691482956427695	-0.0608648151328416	0.0314615641028834	-0.0496029219600793	-0.0654710944185418	-0.0592185596235834	-0.0637847504022704	-0.0336650509325163	-0.0365661577623868	-0.0404747844635647	-0.083832235973407	-0.0663064715196138	-0.0703511341673101
MT	-0.0838955804960303	-0.104955962091061	-0.0838944497398155	-0.0393196580941564	-0.103570228782918	-0.0813693732561366	-0.0819571666088042	-0.0766287863245573	-0.0750416055125477	0.0105193328593456	-0.111493724843861	-0.0771468183271232	-0.0848705314938156	-0.0795895117669043	-0.0556450144697771	-0.0808284111294825	-0.0925381434796393	-0.0915157678333939	-0.057261216017195	-0.0994426511496797	-0.0719527053395818	-0.0304164602663564	-0.110041907999041	-0.0864259287054149	-0.0966115973327907	-0.0749375157075954	-0.0907938485644413	-0.0869725087352835	-0.0914825460353425	-0.0865478874201545	0.0299260332480657	-0.0768356707557367	-0.0695846670900273	-0.086823513080975	-0.0798156786049246	-0.03697105435176	-0.0416875978940521	-0.0671604900477187	-0.104508043786431	-0.0743436994026242	-0.076178765658072
NE	-0.0738266390665796	-0.0932422608753608	-0.0713589159639372	-0.0385177251173549	-0.0935943462645722	-0.0789898319095847	-0.0692199332041768	-0.0686951904044453	-0.0680358463570554	0.00938794393356504	-0.101267231849095	-0.0663680763019954	-0.0714943560869135	-0.0730893748085718	-0.0440837452914143	-0.0729577219610188	-0.0833242281282141	-0.0770247695380802	-0.0468325901789923	-0.0877500186554797	-0.0592898479340162	-0.0224082593212128	-0.10346354848507	-0.0700551130661115	-0.083249992733885	-0.066017602388855	-0.0778733461909175	-0.0768857820519833	-0.0805306657956436	-0.0746136502093391	0.0271492347427816	-0.0647807120153023	-0.066493832702829	-0.0764447700905086	-0.0717750732996678	-0.0339459151863292	-0.0373510735373699	-0.0562367532315089	-0.0945617380122356	-0.0710099210835699	-0.0745216988714129
NM	-0.0506376395798637	-0.0667270638135416	-0.0460939735945238	-0.0344266177093832	-0.0691396532176571	-0.0717506408575167	-0.0436086457861048	-0.0469302960621455	-0.0483691041320469	0.0133042643122428	-0.0761896481242321	-0.0457580413240136	-0.0464933968533727	-0.0585213713030467	-0.0243612835365301	-0.0558346172152757	-0.0601194172179693	-0.0468750270897313	-0.0250206362961443	-0.0588964852608998	-0.0366653829521363	-0.00767894749261061	-0.0878556632562229	-0.0458196705723761	-0.0657338139311355	-0.0539883023163481	-0.0532712074345395	-0.0487781539903084	-0.060456138092165	-0.0468984164820301	0.0336299674588366	-0.0370944284615373	-0.0552879659519458	-0.0512105053646312	-0.0582299850039312	-0.0325851407314866	-0.0381764333631425	-0.0334687698693695	-0.0696030703315083	-0.0619158681172279	-0.0665395607556943
NY	-0.0603953549228513	-0.0792735732870226	-0.0579351198443302	-0.0398400967847594	-0.0815863932881878	-0.0792984071128026	-0.0537823950326513	-0.0548169298431705	-0.0584339762557514	0.0130139894765158	-0.0914993425385865	-0.055340984944335	-0.0555439723497649	-0.0680228695572101	-0.0304062550775061	-0.0624407873699489	-0.0706058801699114	-0.060052873846355	-0.0310250345111787	-0.0747004926397659	-0.0454348892115929	-0.0116751267722373	-0.098137636079062	-0.0550664768998671	-0.0759638709773476	-0.0593009468919625	-0.0654010892189344	-0.0608547124535413	-0.0706938560720292	-0.0643254055666851	0.0364957325822295	-0.0477841743115442	-0.0635555913073484	-0.0628725225556485	-0.0663635309241764	-0.0310053601416208	-0.037747642924184	-0.040709921909565	-0.0854953508808738	-0.0687990076468507	-0.0717345365559188
NC	-0.0599178861730746	-0.0763502785705485	-0.0563299358751159	-0.0356019619124243	-0.0787880721466701	-0.0755121728065092	-0.0532813058578263	-0.0542093551822131	-0.0572913704040687	0.0136758594891091	-0.0850994912122573	-0.0559100728690643	-0.0562065509803895	-0.0633058850861185	-0.0321383942264468	-0.0601763734589638	-0.0685024934985938	-0.0593096702708527	-0.036766832682153	-0.0707745804891747	-0.0437985983163655	-0.0115762646828042	-0.0944872546899072	-0.0536353457702023	-0.0714921338203768	-0.0569373749877879	-0.0616553565293038	-0.0600049617796028	-0.0690049148077369	-0.0610735872001488	0.0334523019890154	-0.0491256685448474	-0.0595335017259306	-0.0597067087103342	-0.0619833880410471	-0.0315968800624164	-0.038476909095646	-0.0401134495678087	-0.0802083610336318	-0.0634406418678607	-0.0684668123669702
ND	-0.0848881114794585	-0.105184294593791	-0.0869918132730666	-0.0389769444755239	-0.103618886693044	-0.0816159870777054	-0.0844940748474344	-0.0800381574119236	-0.079113869110049	0.00933816503483631	-0.111068851551286	-0.0803003287905272	-0.089298426264216	-0.0795095964856948	-0.0583158648351559	-0.0858959263886727	-0.095420232524258	-0.0919694690356911	-0.0624210974930166	-0.101792865629169	-0.0730977351696529	-0.0340317459774973	-0.109422304895669	-0.0870389494296913	-0.0958028804076076	-0.0747370096654143	-0.0912207219632058	-0.090354996315522	-0.0922585321072714	-0.0898708191536614	0.027984600783168	-0.0800455325957985	-0.0696504582802378	-0.0906339830618712	-0.0822163247492278	-0.0392354403893448	-0.0403316472071144	-0.0674798033367981	-0.10509460304757	-0.0736923787252619	-0.0775879191453159
OH	-0.0736573038629011	-0.0937688014933858	-0.0731754875244717	-0.0389317333063168	-0.0931068896663259	-0.079487989619603	-0.0702227056185274	-0.0678364701945309	-0.0685333374361344	0.0104897168635984	-0.101967125018862	-0.0699937562939305	-0.07343405060752	-0.0725458487137715	-0.0464312838527712	-0.0743727135961124	-0.0842126573981421	-0.0779839913456277	-0.0503466445555348	-0.0889046983574632	-0.0615385002599289	-0.0230505717912558	-0.102493086519901	-0.0728640942047932	-0.0849462340099797	-0.0656834810258606	-0.0784236833745733	-0.0769545448871306	-0.0801999812459525	-0.0753988565092264	0.0283001766155256	-0.0659501774754314	-0.0673855244806695	-0.0769257082640266	-0.0735582688683875	-0.0360499014263578	-0.0391308485445438	-0.0563646738822294	-0.0966442499531833	-0.0712742566621569	-0.0738684443516798
OK	-0.0633250433309751	-0.081006605065519	-0.0616669431911465	-0.0367894459401344	-0.0828830414443306	-0.0762819595150584	-0.0582022633220217	-0.0587985316264866	-0.0582758400053462	0.00757136002449442	-0.0903285550806117	-0.0578556915980091	-0.060179256318868	-0.0656519329077327	-0.0356726820105682	-0.0643944650585574	-0.0729893208905342	-0.0652439663735872	-0.0381908499240153	-0.0753215507126781	-0.0480422115156788	-0.0169483299373523	-0.0963927094453677	-0.0603966769173683	-0.0746365921284531	-0.0587693380651613	-0.0655965733549978	-0.0658610662385001	-0.0704341768264035	-0.0648237589174936	0.0292365173832515	-0.0515138437662917	-0.0623252944138658	-0.064464440677852	-0.0655525443312686	-0.0330424169505834	-0.0349029708530069	-0.0469249256352476	-0.0846470581548242	-0.0639783252239085	-0.0710325369994538
OR	-0.0751699166041503	-0.0979163812536202	-0.0747463778254351	-0.0401200858954297	-0.0981316455184344	-0.0825298593992769	-0.072057644047919	-0.0705517542105271	-0.0697266816396575	0.0128803055397343	-0.105053077004419	-0.0716107461566903	-0.0769915303028318	-0.077333788041184	-0.0445042949010398	-0.0768470458683124	-0.0876992383522354	-0.0794390755230593	-0.0522080517317121	-0.092751650385706	-0.0635571698430621	-0.0224109577072116	-0.108773212757268	-0.0756886228990717	-0.0895628723699294	-0.0692503163803523	-0.0808764433554247	-0.0778530565296553	-0.0835463890515442	-0.0778007819762474	0.0319837650303515	-0.0667850540630331	-0.0666749628816905	-0.0804675801879288	-0.0752304025149295	-0.0360352854757164	-0.0395414424621669	-0.0572423941566414	-0.0987588415792452	-0.0732344780021088	-0.0756345211712851
PA	-0.0659399239141742	-0.0839361717245454	-0.0644915636682863	-0.0380550816466592	-0.0863736173664272	-0.0788769620505209	-0.0588040971446762	-0.0600453696579625	-0.0603682305375273	0.0140078927822862	-0.0940297012682519	-0.0582619702313741	-0.0628278945515566	-0.0687423413421912	-0.0356010062068881	-0.0670821874392189	-0.0752100632053451	-0.0660865681680123	-0.0384571934273066	-0.0778784022471722	-0.0491672783017142	-0.0144435576727665	-0.100945216639615	-0.0611813496295064	-0.0771172271152081	-0.0614306203971197	-0.0687064158572981	-0.0656596915773203	-0.0732673949206988	-0.065849949519366	0.031871453225496	-0.053184040190333	-0.0645465304753412	-0.0646808527197671	-0.0692470891240239	-0.0329391849915684	-0.0407317672196927	-0.0457699549688152	-0.0872587052095898	-0.0671090752467744	-0.0718019049514225
SC	-0.0596192347560727	-0.076559384600685	-0.0576902912696352	-0.034409495377888	-0.0790698781387971	-0.0752444644610861	-0.0543899049462035	-0.0544034427623123	-0.0564155191028864	0.00847555424774107	-0.0860159203098112	-0.056094564853851	-0.0560148139026898	-0.0647598080870752	-0.0324511901969613	-0.0602014253738872	-0.0687738134472593	-0.0621058534609751	-0.037699138448998	-0.0719872763696411	-0.0441219158966475	-0.0158436532563473	-0.0937808252953343	-0.0558946111973445	-0.0716987205311779	-0.0577871891715621	-0.0625669553892249	-0.0602163607595338	-0.0680692432294205	-0.0598635582440872	0.0286285687100629	-0.0495506949778649	-0.0616380469548692	-0.0615414922751509	-0.0608008048624539	-0.0339737986889211	-0.0368218009321195	-0.0420762766232215	-0.0797731728523052	-0.0647275805383729	-0.0691001995517633
SD	-0.0757895798661801	-0.099164684910666	-0.0776403165802222	-0.0406779014320658	-0.0976275304186109	-0.0813186482804371	-0.0738615251106041	-0.0711740864775584	-0.0716502936424069	0.0100248209540129	-0.107069978782635	-0.0732020707057124	-0.0766276760123762	-0.0773751611533997	-0.0479598947562257	-0.0770758912652806	-0.0874744512831355	-0.0815986140515302	-0.0514512307574147	-0.0917080857148381	-0.0628838915388637	-0.025084006154137	-0.105618566164959	-0.075298236205418	-0.089677114167796	-0.068344699666935	-0.0810943627454099	-0.0797440031298825	-0.0843506836214232	-0.0795824284533613	0.0290279555925591	-0.0681347646885862	-0.0677636796900802	-0.0804830385494642	-0.0758953542697474	-0.035827826274168	-0.0388168370405515	-0.0581385569193431	-0.0990690787944739	-0.07049062426418	-0.0760709595506381
TN	-0.0526931373966755	-0.0701111894026186	-0.0498319072318384	-0.0369204447901841	-0.0757384779309185	-0.073950693504246	-0.0492555255157843	-0.0492550173126882	-0.0525538895779486	0.0140585079168401	-0.0799321697667703	-0.0514906286409057	-0.0506985411835986	-0.0610812874783452	-0.0287924160407781	-0.0563203512102966	-0.063344494469598	-0.0514260956132232	-0.0291281278938763	-0.0641370135634989	-0.0389551434540686	-0.013060849005982	-0.091062043932674	-0.0486780443598064	-0.0675155249885608	-0.0555486226874922	-0.0568789961747298	-0.0538289258400544	-0.0659934241255672	-0.0532863786144317	0.0327728991590334	-0.0406933728575908	-0.0594363228636086	-0.0548258828636287	-0.0599463448149796	-0.0296256286470585	-0.0356541457204679	-0.0360084060925169	-0.0749543681475636	-0.0626088362612422	-0.0680405537352326
TX	-0.0555622992139065	-0.0704856976315431	-0.052525957653712	-0.0354467580395124	-0.0736861544813728	-0.073790546506793	-0.0495340922601141	-0.0504593835000653	-0.0534920054381736	0.00840078313964179	-0.0805059493631296	-0.0517959647251687	-0.0496854713540401	-0.0612854511852814	-0.0280793655565941	-0.0556171348517025	-0.0642556724601541	-0.0558868462755623	-0.0324865771274941	-0.0658998818719361	-0.0424967580581785	-0.0112116801547345	-0.0904144432696774	-0.049513499988141	-0.0676593241090049	-0.0534472199089218	-0.0572772904439184	-0.0561763064191785	-0.0647613525289389	-0.0548617026239938	0.0307170603982414	-0.0439927592892539	-0.0582248298482632	-0.0554236360836635	-0.0591066157356044	-0.0308118651785144	-0.0333459248450901	-0.0380589696724086	-0.0738970111007928	-0.0622677606846191	-0.0666465196245411
UT	-0.073538071509818	-0.0924161748794682	-0.0717429861820053	-0.0386250027206385	-0.0918033110727825	-0.080413574146072	-0.0677998819414061	-0.0660416670137023	-0.0661320525428325	0.0119859827175313	-0.101079222008789	-0.0669587161410972	-0.0715746890628251	-0.0722681327748052	-0.0437828400124727	-0.0713135010305163	-0.0831443679673858	-0.0762334905258246	-0.0508769902072542	-0.0873644846568891	-0.0601708739773919	-0.0245998702300648	-0.102299118509157	-0.0719081929380672	-0.0834092393594154	-0.0651953664585087	-0.0774311942208822	-0.0761446026609721	-0.0802895325174293	-0.0741239632374198	0.0297036002441529	-0.064855118022995	-0.0648317538579499	-0.0768006384184385	-0.0718250917554507	-0.0330039172476367	-0.0374132524318628	-0.0529859234711803	-0.0942787610601253	-0.0699252167064917	-0.0734622506524812
VA	-0.0598951193121723	-0.0777631413139426	-0.056636527607908	-0.0372912372015476	-0.0812307792060971	-0.0752051285703817	-0.054198564496394	-0.0568067184360546	-0.0578079066944221	0.0136400618112011	-0.087678569398789	-0.0562526302128219	-0.0575485370629512	-0.0678898364001198	-0.0309310857638794	-0.0610777894350202	-0.0702590279207274	-0.0599550950389198	-0.0399017219071823	-0.0716988646993054	-0.044916039156964	-0.0114139830465007	-0.0960030638226241	-0.05751039270983	-0.0739235485270866	-0.0604537043661782	-0.063828368582283	-0.0636943191122267	-0.0690693925176332	-0.059792894001924	0.0303583137208119	-0.0487436182747124	-0.0624068755980128	-0.0604953494662791	-0.0634248454593139	-0.0330335698230968	-0.0337890141326336	-0.0451249739397519	-0.0814918315735242	-0.0661834406913569	-0.0704434523888052
WA	-0.0814004162378589	-0.104098010585921	-0.0810513514460919	-0.0407465240829473	-0.103235920718089	-0.0842044113201996	-0.0776928483631274	-0.0741736424516275	-0.0726275978865747	0.0132281111916386	-0.114089975901153	-0.0751562775788181	-0.0812273962252305	-0.0779001617412809	-0.0475124011016983	-0.0802348343101722	-0.0915875629225242	-0.0836490786804693	-0.0557995461024691	-0.0987356675183042	-0.0652053238743754	-0.0260447620072515	-0.111517397872508	-0.0800651835669486	-0.09351979677292	-0.0716721229725996	-0.08852523533339	-0.0844665886988654	-0.0883096304684408	-0.0832535146252117	0.0334384981178119	-0.0716930523431252	-0.0689839574609078	-0.0832492678508675	-0.0788589308914344	-0.0384659055291666	-0.0397370696138514	-0.0591109674159374	-0.108759366951233	-0.0746757333167993	-0.0772980901798402
WV	-0.0686140530494524	-0.0877985137031702	-0.0667866237008062	-0.0397643111819895	-0.0876300324663994	-0.0787674010526443	-0.0626695306081975	-0.0634320526737096	-0.0612506719047423	0.0101527196905234	-0.0956622475877193	-0.0608500696552713	-0.0659939146920602	-0.0685161863180232	-0.0407873916272953	-0.0680715292440071	-0.0781572706514162	-0.0693465904178411	-0.0431830872541857	-0.0811805269645789	-0.0525055291141294	-0.0179589507156264	-0.10037535590611	-0.0651218533776417	-0.0800175926948351	-0.0623055465271126	-0.0706913201140299	-0.0692644071910711	-0.0750406499411449	-0.06696196604765	0.0318981118169175	-0.0582931504127757	-0.0644168369095659	-0.0693226266815024	-0.0685517691276231	-0.0334863592971055	-0.0378104972406954	-0.0481504724601666	-0.0888009067494357	-0.0685204091592733	-0.0717004521595905
WI	-0.0623714087544308	-0.0839161235787175	-0.0606657406769695	-0.037849789564759	-0.0867469902088615	-0.0805814949313829	-0.0561432267044268	-0.0567645948552064	-0.0588716569270592	0.0152615489853664	-0.0948943915241192	-0.0593626855358762	-0.0592075427806775	-0.0690070725894127	-0.0318119208318197	-0.0674118635842602	-0.0748502142934998	-0.0639312942776341	-0.0359265632324952	-0.075629507753898	-0.0450624400974704	-0.0114959216325447	-0.102783665549147	-0.0604453731026073	-0.0773809428063745	-0.0620298766195478	-0.0644939844131465	-0.0645198715396485	-0.0747810316609158	-0.066036333550903	0.035329966135685	-0.0512048889869006	-0.0641155159258771	-0.0647157100945159	-0.0682071063794003	-0.0342027708297325	-0.0374988979849875	-0.043101248292287	-0.087384899734413	-0.069387639541387	-0.0729295455901687
ALL	-0.0599749596098237	-0.0772363777107055	-0.0570266080428568	-0.0382039737208964	-0.0808708440993677	-0.0783281144352113	-0.0535875376476867	-0.0552682184802683	-0.0575774402834187	0.0121945253021073	-0.0868571701247774	-0.0560144744898313	-0.0557459995199823	-0.0669016397787171	-0.0317185586852607	-0.0615721929714382	-0.0702432270108786	-0.0598611449210758	-0.035860813777472	-0.0714110403007364	-0.0451568932797198	-0.0122902186462038	-0.0957402749878373	-0.055057173299062	-0.0738932581913825	-0.0597970272687093	-0.0630336239003482	-0.0606753233371831	-0.0700480890405835	-0.0599133496906374	0.0328116648414463	-0.0478494743428192	-0.0635475315440663	-0.0599248540465334	-0.0645498422965718	-0.0335446697344544	-0.037965988058714	-0.0413505213633219	-0.0818284102279402	-0.0669122632531448	-0.0714797191652422
